"free $25 gift card","http://www.dpbolvw.net/click-3509648-10770148?sid=","nsg25-gtlnj-dxnj8",NULL,"0000-00-00","0",NULL,NULL,NULL,NULL,"3352","Net10 Wireless","Net10Wireless"
"Free Shipping","http://www.tkqlhce.com/click-3509648-10570041?sid=","SHIP2YOU",NULL,"2016-01-31","0",NULL,NULL,NULL,NULL,"1160","Jostens","Jostens"
"30% off Chateau Lake Louise","http://www.fairmont.com/lake-louise/?utm_source=aff_k227104&utm_medium=affilliate&utm_content=Alberta%20Resident%E2%80%99s%20Rate!%20%28Ends%2012.12.13%29&utm_campaign=affiliate&affid=affiliate_k227104",,"Alberta residents get 30% off the rate at The Fairmont Chateau Lake Louise.","1969-12-31","0",NULL,NULL,NULL,NULL,"1959","Fairmont Hotels","FairmontHotels"
"Free Shipping Coupon","http://www.kqzyfj.com/n0116uoxuowBFHCLIGKBDCHLCCIL?sid=freeshipping",,"Get free shipping on purchases at EverySofa.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"1873","Every Sofa","EverySofa"
"Up to 50% off Sale Items","http://www.dpbolvw.net/click-3491957-10398248?sid=sale",,"Save up to 50% when you shop the sale section at Lacrosse.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"2074","Lacrosse.com","Lacrosse-com"
"$15 off PC Mover","http://www.jdoqocy.com/click-3509648-10529525?sid=$15offpcmover","S6ch2","Get $15 off PCMover Software at Laplink.com.","1969-12-31","0","128","Software","0","computer-Software","1184","Laplink","Laplink"
"$15 off PC Mover","http://www.jdoqocy.com/click-3509648-10529525?sid=$15offpcmover","S6ch2","Get $15 off PCMover Software at Laplink.com.","1969-12-31","0","131","Computer Performance","128","ComputerPerformance","1184","Laplink","Laplink"
"$15 off PC Sync","http://www.jdoqocy.com/click-3509648-10529525?sid=$15offPCSync","s6ch2","SAve $15 on PCSync Software from Laplink.","1969-12-31","0",NULL,NULL,NULL,NULL,"1184","Laplink","Laplink"
"$15 off PDA Sync","http://www.jdoqocy.com/click-3509648-10529525?sid=PDAsync","CJST2W","Get $15 off PDAsync Software at Laplink.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"1184","Laplink","Laplink"
"Free Shipping","http://www.kqzyfj.com/4t105biroiq59B6FCAE57696D8BB?sid=freeshipping",,"Get free shipping on all purchases over $30 at LaptopsForLess.com.","1969-12-31","0","45","Computers","0","Computers","1276","Laptops for Less","LaptopsforLess"
"7 Day Free Trial","http://www.dpbolvw.net/click-3509648-10489286?sid=7dayfreetrial",,"Get a 7 Day Free Trial at LavaLife.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"1186","Lavalife","Lavalife"
"20% off","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=182433.10000001&type=3&subid=0&u1=tipoff","TIPOFF","Save 20% on your order.","1969-12-31","0",NULL,NULL,NULL,NULL,"805","Label Daddy","LabelDaddy"
"Free Shipping","http://www.dpbolvw.net/click-3491957-10398248?sid=3SHIP75","3SHIP75","Get free shipping on orders over $75.","1969-12-31","0","126","Sporting Goods","121","SportingGoods","2074","Lacrosse.com","Lacrosse-com"
"Free Retro Table Top Fan","http://www.tkqlhce.com/6181gv30v2IMOJSPNRIKJNOPLPR?sid=retro","RETRO","Get a free Retro Table Top Fan when you purchase $250 of Minka Aire products.","1969-12-31","0",NULL,NULL,NULL,NULL,"1308","Lumens","Lumens"
"15% off","http://www.anrdoezrs.net/click-3509648-10588172?sid=15%offnew","NEWLENSMART15","All new customers get 15% off your first order at Lensmart.com.","1969-12-31","0","92","Contact Lenses & Eyecare","91","ContactLensesEyecare","1278","Lensmart","Lensmart"
"$25 off","http://www.anrdoezrs.net/click-3509648-10524308?sid=VISION25","VISION25","Save $25 on purchases over $250 at LensMart.com.","1969-12-31","0","92","Contact Lenses & Eyecare","91","ContactLensesEyecare","1278","Lensmart","Lensmart"
"$15 off","http://www.anrdoezrs.net/click-3509648-10524307?sid=1VISION5X","1VISION5X","Get $15 off orders over $150 at LensMart.","1969-12-31","0","92","Contact Lenses & Eyecare","91","ContactLensesEyecare","1278","Lensmart","Lensmart"
"$20 off","http://www.dpbolvw.net/click-3509648-10509182?sid=LENS20","LENS20","Save $20 on purchases over $200 at Lensmart.com.","1969-12-31","0","92","Contact Lenses & Eyecare","91","ContactLensesEyecare","1278","Lensmart","Lensmart"
"Free Shipping","http://www.tkqlhce.com/click-3509648-10464940?sid=freeshipping",,"Get free shipping on contact lens orders over $99 at Lensmart.com.","1969-12-31","0","92","Contact Lenses & Eyecare","91","ContactLensesEyecare","1278","Lensmart","Lensmart"
"6 Months for $9.95","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=218981.10000007&type=3&subid=0&u1=rmndiy6","RMNDIY6","Get 6 months subscription for just $9.95","1969-12-31","0","6","Auto","0","Auto","509","ALLDATAdiy","ALLDATAdiy"
"Free Shipping ","http://www.dpbolvw.net/click-3509648-11444475?sid=ADWFS75","ADWFS75","Get free shipping on all orders over $75 at American Diabetes Wholesale.","1969-12-31","0","91","Health","0","Health","510","American Diabetes Wholesale","AmericanDiabetesWholesale"
"Free Shipping ","http://www.dpbolvw.net/click-3509648-11444475?sid=ADWFS75","ADWFS75","Get free shipping on all orders over $75 at American Diabetes Wholesale.","1969-12-31","0","93","Health Care Supplies","91","HealthCareSupplies","510","American Diabetes Wholesale","AmericanDiabetesWholesale"
"15% off Spinners","http://www.kqzyfj.com/click-3491957-10434359?sid=spinners","SPIN15","Get 15% off Spinners at Luggage Guy.","1969-12-31","0","119","Luggage & Accessories","114","LuggageAccessories","1305","LuggageGuy","LuggageGuy"
"10% off at LuggageGuy.com","http://www.anrdoezrs.net/click-3509648-10414810?sid=10%off","FALL09","Get 10% off at LuggageGuy.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"1305","LuggageGuy","LuggageGuy"
"Free Shipping","http://www.dpbolvw.net/ln79kjspjr6AC7GDBF6F89ABE9?sid=freeshippping",,"Free Shipping at Warner Brothers Online Shop on purchases of $60 or more.","2009-10-26","0",NULL,NULL,NULL,NULL,"1781","WB Shop","WBShop"
"1 Month Free","http://www.jdoqocy.com/o0104hz74z6MQSNWTRVMONTVTPQR?sid=1monthfree",,"Get 1 month free for calling plans at Phone.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"1464","Phone.com","Phone"
"5% off ","http://www.anrdoezrs.net/click-3509648-10441705?sid=5%off","CJPRM05","Save 5% on all purchases at Pictures on Gold.","1969-12-31","0",NULL,NULL,NULL,NULL,"1466","Pictures on Gold","PicturesonGold"
"10% off","http://www.pinatas.com/","catalog10","Get 10% off orders at Pinatas.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"1467","Pinatas.com","Pinatas-com"
"10% off","http://www.pokkadots.com/","WALL10OFF","Save 10% on your order.","1969-12-31","0",NULL,NULL,NULL,NULL,"3838","Pokkadots","Pokkadots"
"Best Rate Guarantee","http://www.jdoqocy.com/click-3509648-10432162?sid=bestrate",,"Get the best internet rate possible by booking your Suburban Extended Stay Hotel reservation at ChoiceHotels.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"3823","Suburban Extended Stay Hotels","SuburbanExtendedStayHotels"
"Free Shipping","http://www.jdoqocy.com/click-3509648-10854446?sid=freeshipping",,"Get Free Shipping on all orders at PetFoodDirect.com.","1969-12-31","1","112","Pets","0","Pets","656","Pet Food Direct","PetFoodDirect"
"Free Shipping","http://www.jdoqocy.com/click-3509648-10854446?sid=freeshipping",,"Get Free Shipping on all orders at PetFoodDirect.com.","1969-12-31","1","113","Supplies & Medication","112","SuppliesMedication","656","Pet Food Direct","PetFoodDirect"
"Free Shipping","http://www.jdoqocy.com/click-3509648-10854446?sid=shipnow","SHIPNOW","Get fere shipping on purchases over $49 and under 60 ounds.","1969-12-31","0","113","Supplies & Medication","112","SuppliesMedication","656","Pet Food Direct","PetFoodDirect"
"Free Shipping","http://www.kqzyfj.com/click-3509648-10441483?sid=freeshipping",,"Get free shipping on all purchases over $100 at Skis.com.","1969-12-31","0","121","Sports","0","Sports","3408","Skis.com","Skis-com"
"Free Shipping","http://www.kqzyfj.com/click-3509648-10441483?sid=freeshipping",,"Get free shipping on all purchases over $100 at Skis.com.","1969-12-31","0","126","Sporting Goods","121","SportingGoods","3408","Skis.com","Skis-com"
"Free Shipping","http://www.anrdoezrs.net/click-3509648-10436768?sid=ship75","SHIP75","Get free shipping on purchases over $75 at SilkFlowers.com.","1969-12-31","0","77","Flowers","76","Flowers","3407","SilkFlowers","SilkFlowers"
"Free Shipping","http://fave.co/14Ojda4",,"Get free shipping on all orders over $99 at WaterOutfitters.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"3406","Water Outfitters","WaterOutfitters"
"20% off","http://fave.co/14Ojda4","FFS20W","Get 20% off ordres over $49.","1969-12-31","0",NULL,NULL,NULL,NULL,"3406","Water Outfitters","WaterOutfitters"
"$50 off","http://www.dpbolvw.net/qs112biroiq59B6FCAE576B7A7B6?sid=AFF50off450","AFF50OFF450","Save $50 on purchases over $450.","1969-12-31","0","111","Watches","108","Watches","166","Ashford","Ashford"
"Free Shipping","http://www.modells.com/home.do",,"Get free shipping on purchases over $99 at Modells.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"363","Modells","Modells"
"5% off","http://www.anrdoezrs.net/a374mu2-u1HLNIROMQHJIOQRRNM?sid=rock5",,"Save 5% on all orders.","1969-12-31","0",NULL,NULL,NULL,NULL,"1529","Rock.com","Rock"
"10% off","http://www.avantlink.com/click.php?tt=cl&mi=10240&pw=20217&url=http%3A%2F%2Fwww.alssports.com","LIKEUS","Save 10% on your order.","1969-12-31","0",NULL,NULL,NULL,NULL,"2484","Als Sports","AlsSportingGoods"
"Free shipping at Golf Gifts","http://www.dpbolvw.net/click-3491957-10710758?sid=freeshipping",,"Free shipping on all orders over $75 at Golf Gifts","1969-12-31","0","121","Sports","0","Sports","2240","GolfGifts.com","GolfGifts-com"
"Free shipping at Golf Gifts","http://www.dpbolvw.net/click-3491957-10710758?sid=freeshipping",,"Free shipping on all orders over $75 at Golf Gifts","1969-12-31","0","122","Sports Apparel","121","SportsApparel","2240","GolfGifts.com","GolfGifts-com"
"Free shipping at Golf Gifts","http://www.dpbolvw.net/click-3491957-10710758?sid=freeshipping",,"Free shipping on all orders over $75 at Golf Gifts","1969-12-31","0","126","Sporting Goods","121","SportingGoods","2240","GolfGifts.com","GolfGifts-com"
"20% off Zero Friction Golf Tees","http://golftees.com/","CJ20ZFTEE","Save 20% on Zero Friction Golf Tees when you shop online at GolfTees.com","1969-12-31","0","121","Sports","0","Sports","2241","Golf Tees","GolfTees"
"20% off Zero Friction Golf Tees","http://golftees.com/","CJ20ZFTEE","Save 20% on Zero Friction Golf Tees when you shop online at GolfTees.com","1969-12-31","0","126","Sporting Goods","121","SportingGoods","2241","Golf Tees","GolfTees"
"$25 off","http://www.dpbolvw.net/a781qgpmgo3794DA8C3549A54A8?sid=retmenot2013","RETMENOT2013","Save $25 on orders over $250","1969-12-31","0",NULL,NULL,NULL,NULL,"795","Bidz.com","Bidz-com"
"$40 off Coupon Code","http://www.kqzyfj.com/click-3491957-10710960?sid=40off","CJ40POCT","Save $40 on orders over $200 at Gravity Defyer.","1969-12-31","0",NULL,NULL,NULL,NULL,"1252","Gravity Defyer","GravityDefyer"
"$10 off","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=175190&type=3&subid=0&u1=resteasy","resteasy","Save $10 on your order at Sky Mall.","1969-12-31","0",NULL,NULL,NULL,NULL,"487","Sky Mall","SkyMall"
"15% off","http://www.tkqlhce.com/fj104js0ys-FJLGPMKOFHGKHMLNP?sid=spring15","SPRING15","Get 15% off all purchases over $199 and get free shpping at AutoAnything.com.","1969-12-31","0","6","Auto","0","Auto","2229","Auto Anything","AutoAnything"
"15% off","http://www.tkqlhce.com/fj104js0ys-FJLGPMKOFHGKHMLNP?sid=spring15","SPRING15","Get 15% off all purchases over $199 and get free shpping at AutoAnything.com.","1969-12-31","0","8","Parts & Accessories","6","Parts-Accessories","2229","Auto Anything","AutoAnything"
"$15 off","http://www.tkqlhce.com/click-3509648-11141765?sid=15off",,"New customers save $15 on orders over $125 and get free shipping. Must click to redeem coupon.","1969-12-31","0",NULL,NULL,NULL,NULL,"2600","1-800 Contacts","1800Contacts"
"$10 off","http://www.anrdoezrs.net/click-3509648-11168678?sid=10off200",,"Returning customers get $10 off purchases over $200 and free shipping.","1969-12-31","0","92","Contact Lenses & Eyecare","91","ContactLensesEyecare","2600","1-800 Contacts","1800Contacts"
"10% off Marmot","http://www.dpbolvw.net/click-3491957-10710827?sid-10%marmot","tcrown","Get 10% off Marmot at RockCreek.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"1530","Rock Creek","RockCreek"
"$30 off Yakima Base Rack System","http://www.kqzyfj.com/click-3491957-10710828?sid=yakimarack",,"Get $30 off Yakima Base Rack systems at Rock Creek.","1969-12-31","0",NULL,NULL,NULL,NULL,"1530","Rock Creek","RockCreek"
"Free Gifts With Purchase","http://www.dpbolvw.net/click-3509648-10515096?sid=freegifts",,"Get free gifts with select purchases at SpaLook.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"2007","Spa Look","SpaLook"
"20% off SPAMFighter Pro","http://www.dpbolvw.net/click-3509648-10654479?sid=spamfighterpro",,"Get 20% off SPAMfighter Pro 1 year subscription at SpamFighter.com.","1969-12-31","0","131","Computer Performance","128","ComputerPerformance","1604","SPAMfighter","SPAMfighter"
"20% off SPAMFighter Pro","http://www.dpbolvw.net/click-3509648-10654479?sid=spamfighterpro",,"Get 20% off SPAMfighter Pro 1 year subscription at SpamFighter.com.","1969-12-31","0","132","Internet Security","128","InternetSecurity","1604","SPAMfighter","SPAMfighter"
"Free Shipping","http://www.kqzyfj.com/kl70xdmjdl0461A759021539115?sid=freeshipping",,"Get Free Shipping on orders over $50 at SpaLook.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"2007","Spa Look","SpaLook"
"Free Shipping","http://www.anrdoezrs.net/click-3509648-10558106?sid=freeshipping",,"Get free shipping and free returns on orders over $49 at PlanetShoes.com.","1969-12-31","0","35","Shoes","26","Shoes","1471","Planet Shoes","PlanetShoes"
"15% off","http://www.anrdoezrs.net/3074hz74z6MQSNWTRVMONQWTNSO?sd=save15now","SAVE15NOW","Get 15% off your order.","1969-12-31","0",NULL,NULL,NULL,NULL,"877","BeWild","BeWild"
"Free Shipping","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=45320.10000345&type=4&subid=0&u1=phlwc","PHLWC","Spend over $50 and get free shipping.","1969-12-31","0",NULL,NULL,NULL,NULL,"2876","Plow & Hearth","PlowHearth"
"Free Shipping","http://www.dpbolvw.net/click-3491957-10708158?sid=freeshipping",,"Get Free Shipping on orders at Scrubs &amp; Beyond when you purchase Dansko Shoes.","1969-12-31","0",NULL,NULL,NULL,NULL,"1552","Scrubs and Beyond","ScrubsandBeyond"
"Free Shipping","http://www.jdoqocy.com/click-3509648-10734638?sid=freeshipping",,"Get Free Shipping on all orders at ClickInks.com.","1969-12-31","0","49","Ink & Toner","45","Ink-Toner","2259","Click Inks","ClickInks"
"Free Shipping","http://www.shareasale.com/r.cfm?b=64895&u=353195&m=10863&urllink=&afftrack=freeshipping",,"Get free shipping on over 40,000 items at PlumberSurplus.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"1474","PlumberSurplus","PlumberSurplus"
"10% off","http://www.kqzyfj.com/5g102qgpmgo3794DA8C3548A7BC6?sid=summer10","SUMMER10","Save 10% on your purchase.","1969-12-31","0",NULL,NULL,NULL,NULL,"1476","Poker N Stuff","PokerNStuff"
"10% off","http://www.kqzyfj.com/5g102qgpmgo3794DA8C3548A7BC6?sid=NEWYEARS","NEWYEARS","Get 10% off orders at PokerNStuff.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"1476","Poker N Stuff","PokerNStuff"
"10% off","http://www.kqzyfj.com/5g102qgpmgo3794DA8C3548A7BC6?sid=xmas","xmas","Save 10% on orders at Poker 'N Stuff.","1969-12-31","0",NULL,NULL,NULL,NULL,"1476","Poker N Stuff","PokerNStuff"
"Free Shipping","http://www.kqzyfj.com/click-3509648-10562894?sid=freeshipping",,"Get free shipping on purchases over $75 at Pool Dawg.","1969-12-31","0",NULL,NULL,NULL,NULL,"1477","Pool Dawg","PoolDawg"
"20% off Scorpion Pool Cues","http://www.anrdoezrs.net/click-3509648-10575099?sid=scorpion",,"Get 20% off Scorpion Pool Cues at PoolDawg.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"1477","Pool Dawg","PoolDawg"
"20% off Meucci Cues","http://www.tkqlhce.com/click-3509648-10574707?sid=20%offmeucci",,"Save 20% on Meucci Cues at Pool Dawg.","1969-12-31","0",NULL,NULL,NULL,NULL,"1477","Pool Dawg","PoolDawg"
"Free Shipping on Bedding Sets","http://www.jdoqocy.com/click-3509648-10659805?sid=freeshippingbedding",,"Get free shipping on all bedding sets at PoshTots.com.","1969-12-31","0","13","Furniture & Bedding","10","Furniture-Bedding","1479","Posh Tots","PoshTots"
"10% off Holiday Cards","http://www.postcards.com/","HOLIDAY12","Save 10% on holiday cards.","1969-12-31","0",NULL,NULL,NULL,NULL,"3015","Postcards.com","Postcards-com"
"Up to 60% off","http://redirect.viglink.com/?key=2629ea091f62c185fac384857620742c&u=http%3A%2F%2Fwww.potpourrigift.com%2F",,"Save up to 60% on orgiinal prices when you shop the clearance sale.","1969-12-31","0",NULL,NULL,NULL,NULL,"2977","Potpourri","Potpurri"
"10% off","http://www.anrdoezrs.net/3074hz74z6MQSNWTRVMONQWTNSO?sid=kaboodle","Kaboodle","Save 10-15% on your order.","1969-12-31","0",NULL,NULL,NULL,NULL,"877","BeWild","BeWild"
"$20 off","http://redirect.viglink.com/?key=2629ea091f62c185fac384857620742c&u=http%3A%2F%2Fwww.potpourrigift.com%2F",,"Save $20 when you try shopping essentials at Potpourrigift.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"2977","Potpourri","Potpurri"
"20% off","http://www.dpbolvw.net/be100p-85-7NRTOXUSWNPOSWUOOX?sid=PRANK20","PRANK20","Save 20% on your order.","1969-12-31","0",NULL,NULL,NULL,NULL,"1485","Prank Place","PrankPlace"
"35% off Web Hosting","http://www.jdoqocy.com/m598lnwtnvAEGBKHFJACBEIFGIG?sid=35%off",,"Save 35% on web hosting at PowWeb.com.","1969-12-31","0","55","Web Domains & Hosting","138","Web-Domains-Hosting","1483","PowWeb","PowWeb"
"50 free bids","http://www.bidsauce.com/gopromocodes","bonusbids",NULL,"2013-04-19","0",NULL,NULL,NULL,NULL,"3073","BidSauce","BidSauce"
"Free Shipping","http://www.dpbolvw.net/be100p-85-7NRTOXUSWNPOSWUOOX?sid=freeshipping",,"Get free shipping when you purchase any T-shirt at PrankPlace.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"1485","Prank Place","PrankPlace"
"40% off","http://www.gallerydirect.com/",,"Save 40% on all orders. Valid through Dec 6.","1969-12-31","0",NULL,NULL,NULL,NULL,"2461","Gallery Direct","GalleryDirect"
"Free Shipping on Soda Makers","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=99709&type=3&subid=0&u1=freefizz","FREEFIZZ","Get free shipping on all Home Soda Makers.","1969-12-31","0",NULL,NULL,NULL,NULL,"242","Soda Stream","SodaClub"
"10% off Starter Kit","http://www.jdoqocy.com/click-3509648-10753991?sid=twt10","twt10","Save 10% on any starter kit.","1969-12-31","0",NULL,NULL,NULL,NULL,"3928","Premium Electronic Cigarette","PremiumElectronicCigarette"
"10% off Reservation","http://www.dpbolvw.net/click-3509648-10415349?sid=MVP","MVP","Get 10% off your online reservation.","1969-12-31","0","118","Hotels","114","Hotels","2137","Best Western","BestWestern"
"10% off","http://www.kqzyfj.com/pa117tenkem1572B86A1326A3B6A?sid=books4good","BOOKS4GOOD","Get 10% off when you buy 2 or more books.","1969-12-31","0","15","Books","0","Books","876","Better World Books","BetterWorldBooks"
"10% off","http://www.kqzyfj.com/pa117tenkem1572B86A1326A3B6A?sid=books4good","BOOKS4GOOD","Get 10% off when you buy 2 or more books.","1969-12-31","0","17","New & Used Books","15","New-Used-Books","876","Better World Books","BetterWorldBooks"
"5% off","http://www.dpbolvw.net/click-3509648-10789704?sid=retalmenot5","RetailMeNot5","Save 5% on all orders.","1969-12-31","0",NULL,NULL,NULL,NULL,"1492","Print Place","PrintPlace"
"Up to 50% off Hotels","http://www.jdoqocy.com/click-3509648-10491990?sid=hotels50%",,"Winning bids on hotels provide savings up to 50% off normal prices at Priceline.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"1489","Priceline","Priceline"
"No Priceline Booking Fee on Flights","http://www.anrdoezrs.net/click-3509648-10408115?sid=bookingfee",,"Pay no Priceline Booking Fee on all published flights at Priceline.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"1489","Priceline","Priceline"
"iTunes TV Store","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=78524.10000340&type=3&subid=0&u1=tvstore",,"Shop the iTunes TV Store and get shows such as Greys Anatomy, The Office, Heroes and more.","1969-12-31","0",NULL,NULL,NULL,NULL,"87","iTunes","AppleiTunes"
"Free Shipping ","http://www.kqzyfj.com/8g104biroiq59B6FCAE576B9C6ED?sid=freeshipping",,"Get free shipping on purchases at AceMagnetics.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"2695","Ace Magnetics","AceMagnetics"
"20% off","http://www.jdoqocy.com/ph121js0ys-FJLGPMKOFHGLJNIHG?sid=way12mc","WAY12MC","Get 20% off when you use CAA MasterCard","1969-12-31","0",NULL,NULL,NULL,NULL,"1782","WaySpa","WaySpa"
"$50 off","http://www.tkqlhce.com/click-3509648-10926625?sid=giftforyou","GIFTFORYOU","Get $50 off $250 or $100 off $400 orders.","1969-12-31","0","26","Women","0","Women","2956","Bebe","Bebe"
"$50 off","http://www.tkqlhce.com/click-3509648-10926625?sid=giftforyou","GIFTFORYOU","Get $50 off $250 or $100 off $400 orders.","1969-12-31","0","27","Clothing","26","Clothing","2956","Bebe","Bebe"
"$50 off","http://www.tkqlhce.com/click-3509648-10926625?sid=giftforyou","GIFTFORYOU","Get $50 off $250 or $100 off $400 orders.","1969-12-31","0","35","Shoes","26","Shoes","2956","Bebe","Bebe"
"$50 off","http://www.tkqlhce.com/click-3509648-10926625?sid=giftforyou","GIFTFORYOU","Get $50 off $250 or $100 off $400 orders.","1969-12-31","0","148","Handbags & Accessories","26","HandbagsAccessories","2956","Bebe","Bebe"
"Free Shipping","http://fave.co/XB9spN","2TURKEY","Get free shipping on all orders over $99.","1969-12-31","0",NULL,NULL,NULL,NULL,"537","Cabelas","Cabelas"
"30% off 2 Month Subscription","http://www.kqzyfj.com/click-3509648-10764067?sid=30%off",,"Get 30% off a 2 month subscription at PerfectMatch.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"2639","Perfect Match","PerfectMatch"
"20% off Hosting Plans","http://www.tkqlhce.com/af100ox52x4KOQLURPTKMLPOSQON?sid=PCXXX03453","PCXXX03453","Save 20% on all new annual hosting plans at NetworkSolutions.com.","1969-12-31","0","55","Web Domains & Hosting","138","Web-Domains-Hosting","1940","Network Solutions","NetworkSolutions"
"40% off","http://www.anrdoezrs.net/55108lnwtnvAEGBKHFJACBFKJFIB?sid=laborday","LABORDAY","Save 40% on your order.","1969-12-31","0",NULL,NULL,NULL,NULL,"1063","Tell Me More","TellMeMore"
"15% off $250","http://www.pjatr.com/t/Sj9KREpJP0VHQ0tEP0dHSUdE?sid=acejuly250","ACEJULY250","Get 15% off all orders over $250.","1969-12-31","0",NULL,NULL,NULL,NULL,"328","Ace Hardware","AceHardware"
"Free Subscription to Men's Health","http://click.linksynergy.com/fs-bin/click?id=SvZ/j5gKyvE&offerid=173990&type=3&subid=0&u1=menshealth",,"Get a free 1 year subscription to Men's Health when you spend over $15.","1969-12-31","0",NULL,NULL,NULL,NULL,"478","Rock Bottom Golf","RockBottomGolf"
"10% off","http://www.dpbolvw.net/e0111efolfn2683C97B2439CA96B?sid=cb4308","CB4308","Save 10% on your entire order.","1969-12-31","0",NULL,NULL,NULL,NULL,"1195","101Inks","101Inks"
"10% off","http://mrsfields.ojrq.net/c/11955/38836/1304","11WCC","Save 10% on your order.","1969-12-31","0",NULL,NULL,NULL,NULL,"358","Mrs. Fields Gifts","MrsFieldsGifts"
"10% off","http://www.pjtra.com/t/RUBFRExFRUBGSERMRUBGTEhDTA?sid=CD10OFF","CD10OFF","Save 10% on your order.","1969-12-31","0",NULL,NULL,NULL,NULL,"3087","Carnal DaMMAge","CarnalDaMMAge"
"Dedicated Hosting from $195.99","http://www.anrdoezrs.net/click-3509648-1487904?sid=dedicated",,"Get dedicated hosting for as little as $195.99 per month.","1969-12-31","0",NULL,NULL,NULL,NULL,"1123","Host Rocket","HostRocket"
"7% off","http://www.canadapharmacy.com/","RFD07","Save 7% on your order.","1969-12-31","0",NULL,NULL,NULL,NULL,"413","Canada Pharmacy","CanadaPharmacy"
"Reseller Cloud Hosting from $39.95","http://www.anrdoezrs.net/click-3509648-1487904?sid=resellercloud",,"Get reseller cloud hosting from as little as $39.95 per month.","1969-12-31","0",NULL,NULL,NULL,NULL,"1123","Host Rocket","HostRocket"
"Round Trip Flights under $150","http://www.dpbolvw.net/click-3509648-10402643?sid=flightsunder150",,"Check out the assortment of round trip flights for under $150 at Priceline.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"1489","Priceline","Priceline"
"Discount Hotel Rates","http://www.tkqlhce.com/click-3509648-10504674?sid=discounthotels",,"Get discount hotel rates in 63 countries with Priceline Europe.","1969-12-31","0",NULL,NULL,NULL,NULL,"1489","Priceline","Priceline"
"10-30% off ","http://www.tkqlhce.com/click-3509648-10549662?sid=10-30%off",,"Get 10-30% off brochures, calendars, flyers, stickers and catalogs at Print Runner.","1969-12-31","0","139","Business Cards & Printing","138","BusinessCardsPrinting","210","Print Runner","PrintRunner"
"10% off","http://www.dpbolvw.net/click-3509648-10695102?sid=10%off",,"Get 10% off at Priority Pass.","1969-12-31","0",NULL,NULL,NULL,NULL,"2000","Priority Pass","PriorityPass"
"Promotion code","http://www.anrdoezrs.net/g3103hz74z6MQSNWTRVMONTVTNOP?sid=","BD10",NULL,"0000-00-00","0",NULL,NULL,NULL,NULL,"1271","JibJab","JibJab"
"Free Shipping","http://www.jdoqocy.com/click-3509648-10441799?sid=freeshipping",,"Get free shipping on purchases over $50 at ProBoardShop.com.","1969-12-31","0","125","Outdoor Gear","121","OutdoorGear","473","Pro Board Shop","ProBoardShop"
"Free Shipping","http://www.jdoqocy.com/click-3509648-10441799?sid=freeshipping",,"Get free shipping on purchases over $50 at ProBoardShop.com.","1969-12-31","0","126","Sporting Goods","121","SportingGoods","473","Pro Board Shop","ProBoardShop"
"5% off","http://www.tkqlhce.com/click-3509648-10574954?sid=pbs5off","pbs5off","Save 5% on all orders at ProBoardShop.","1969-12-31","0","121","Sports","0","Sports","473","Pro Board Shop","ProBoardShop"
"5% off","http://www.tkqlhce.com/click-3509648-10574954?sid=pbs5off","pbs5off","Save 5% on all orders at ProBoardShop.","1969-12-31","0","126","Sporting Goods","121","SportingGoods","473","Pro Board Shop","ProBoardShop"
"20% off","http://www.purminerals.com/","SAMPLE20","Save 20% on your order.","1969-12-31","0",NULL,NULL,NULL,NULL,"2036","Pur Minerals","PurMinerals"
"Up to 40% off and $1.99 Shipping","http://www.tkqlhce.com/1681dlurlt8CE9IFDH8A9EFCD9C?sid=generic",,"Save up to 40% and get $1.99 shipping when you join the Smart Savings Club at ProHealth.com.","1969-12-31","0",NULL,NULL,NULL,NULL,"1496","ProHealth","ProHealth"
